mesh_path,mesh_name,mesh_class,exclusion_reason
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/HeartsArrows/PH_HeartsArrowsQuadric_29.PH_HeartsArrowsQuadric_29,PH_HeartsArrowsQuadric_29,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/HygieiaMedical/PH_HygieiaMedical_Metal_03.PH_HygieiaMedical_Metal_03,PH_HygieiaMedical_Metal_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/HygieiaMedical/PH_HygieiaMedical_Phone_01.PH_HygieiaMedical_Phone_01,PH_HygieiaMedical_Phone_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/HygieiaMedical/PH_HygieiaMedical_Table_01.PH_HygieiaMedical_Table_01,PH_HygieiaMedical_Table_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/HygieiaMedical/PH_HygieiaMedical_Table_02.PH_HygieiaMedical_Table_02,PH_HygieiaMedical_Table_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_01A.PH_JangshenClub_01A,PH_JangshenClub_01A,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Corner_Top_01.PH_JangshenClub_Corner_Top_01,PH_JangshenClub_Corner_Top_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Corner_Wall_01.PH_JangshenClub_Corner_Wall_01,PH_JangshenClub_Corner_Wall_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Corner_Wall_02.PH_JangshenClub_Corner_Wall_02,PH_JangshenClub_Corner_Wall_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Curtains_Fabric_01.PH_JangshenClub_Curtains_Fabric_01,PH_JangshenClub_Curtains_Fabric_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Curtains_Fabric_02A.PH_JangshenClub_Curtains_Fabric_02A,PH_JangshenClub_Curtains_Fabric_02A,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Curtains_Fabric_03A.PH_JangshenClub_Curtains_Fabric_03A,PH_JangshenClub_Curtains_Fabric_03A,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Floor_01.PH_JangshenClub_Floor_01,PH_JangshenClub_Floor_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Floor_01A.PH_JangshenClub_Floor_01A,PH_JangshenClub_Floor_01A,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Light_01.PH_JangshenClub_Light_01,PH_JangshenClub_Light_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Light_01A.PH_JangshenClub_Light_01A,PH_JangshenClub_Light_01A,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Pillar_01.PH_JangshenClub_Pillar_01,PH_JangshenClub_Pillar_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Pillar_02.PH_JangshenClub_Pillar_02,PH_JangshenClub_Pillar_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Table_01A.PH_JangshenClub_Table_01A,PH_JangshenClub_Table_01A,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Top_01.PH_JangshenClub_Top_01,PH_JangshenClub_Top_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Wall_01.PH_JangshenClub_Wall_01,PH_JangshenClub_Wall_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Wall_02.PH_JangshenClub_Wall_02,PH_JangshenClub_Wall_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/JangshenClub/PH_JangshenClub_Wall_03.PH_JangshenClub_Wall_03,PH_JangshenClub_Wall_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/KnightCamp/PH_KnightCamp_Sword_01A.PH_KnightCamp_Sword_01A,PH_KnightCamp_Sword_01A,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/MidsummerNightsBar/PH_MidsummerNightsBar_light_03.PH_MidsummerNightsBar_light_03,PH_MidsummerNightsBar_light_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/MidsummerNightsBar/PH_MidsummerNightsBar_piano_01.PH_MidsummerNightsBar_piano_01,PH_MidsummerNightsBar_piano_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/MidsummerNightsBar/PH_MidsummerNightsBar_piano_02.PH_MidsummerNightsBar_piano_02,PH_MidsummerNightsBar_piano_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/MidsummerNightsBar/PH_MidsummerNightsBar_Spotlight_01.PH_MidsummerNightsBar_Spotlight_01,PH_MidsummerNightsBar_Spotlight_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/MidsummerNightsBar/PH_MidsummerNightsBar_table_01.PH_MidsummerNightsBar_table_01,PH_MidsummerNightsBar_table_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/MidsummerNightsBar/PH_MidsummerNightsBar_table_02.PH_MidsummerNightsBar_table_02,PH_MidsummerNightsBar_table_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/MidsummerNightsBar/PH_MidsummerNightsBar_table_03.PH_MidsummerNightsBar_table_03,PH_MidsummerNightsBar_table_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Monastery/PH_Monastery_Building_01.PH_Monastery_Building_01,PH_Monastery_Building_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Monastery/PH_Monastery_Candle_01.PH_Monastery_Candle_01,PH_Monastery_Candle_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Monastery/PH_Monastery_Candle_03.PH_Monastery_Candle_03,PH_Monastery_Candle_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Monastery/PH_Monastery_Debris_01.PH_Monastery_Debris_01,PH_Monastery_Debris_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/PierreKitchen/PH_PierreKitchen_Prop_05.PH_PierreKitchen_Prop_05,PH_PierreKitchen_Prop_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/PierreKitchen/PH_PierreKitchen_Prop_10.PH_PierreKitchen_Prop_10,PH_PierreKitchen_Prop_10,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/PierreKitchen/PH_PierreKitchen_Prop_13.PH_PierreKitchen_Prop_13,PH_PierreKitchen_Prop_13,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/PierreKitchen/PH_PierreKitchen_Prop_16.PH_PierreKitchen_Prop_16,PH_PierreKitchen_Prop_16,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Fence/PH_Fence_long_01.PH_Fence_long_01,PH_Fence_long_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Fence/PH_Fence_short_01.PH_Fence_short_01,PH_Fence_short_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/GuardBooth/PH_GuardBooth_01.PH_GuardBooth_01,PH_GuardBooth_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Indoor/PH_Preston_Cornice_01.PH_Preston_Cornice_01,PH_Preston_Cornice_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Indoor/PH_Preston_Cornice_02.PH_Preston_Cornice_02,PH_Preston_Cornice_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Indoor/PH_Preston_Cornice_03.PH_Preston_Cornice_03,PH_Preston_Cornice_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Indoor/PH_Preston_Fireplace_01.PH_Preston_Fireplace_01,PH_Preston_Fireplace_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Indoor/PH_Preston_light_01.PH_Preston_light_01,PH_Preston_light_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Indoor/PH_Preston_light_02.PH_Preston_light_02,PH_Preston_light_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Indoor/PH_Preston_mirror_01.PH_Preston_mirror_01,PH_Preston_mirror_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Indoor/PH_Preston_pillar_01.PH_Preston_pillar_01,PH_Preston_pillar_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Indoor/PH_Preston_pillar_02.PH_Preston_pillar_02,PH_Preston_pillar_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Indoor/PH_Preston_table_02.PH_Preston_table_02,PH_Preston_table_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Indoor/PH_Preston_wall_02.PH_Preston_wall_02,PH_Preston_wall_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Indoor/PH_Preston_wall_03.PH_Preston_wall_03,PH_Preston_wall_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Indoor/PH_Preston_wall_04.PH_Preston_wall_04,PH_Preston_wall_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Indoor/PH_Preston_wall_05.PH_Preston_wall_05,PH_Preston_wall_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pavilion/PH_Lunarius_Yard_Pavilion_Finial_01.PH_Lunarius_Yard_Pavilion_Finial_01,PH_Lunarius_Yard_Pavilion_Finial_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pavilion/PH_Lunarius_Yard_Pavilion_Guardrail_01.PH_Lunarius_Yard_Pavilion_Guardrail_01,PH_Lunarius_Yard_Pavilion_Guardrail_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pavilion/PH_Lunarius_Yard_Pavilion_Guardrail_02.PH_Lunarius_Yard_Pavilion_Guardrail_02,PH_Lunarius_Yard_Pavilion_Guardrail_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pavilion/PH_Lunarius_Yard_Pavilion_Guardrail_03.PH_Lunarius_Yard_Pavilion_Guardrail_03,PH_Lunarius_Yard_Pavilion_Guardrail_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pavilion/PH_Lunarius_Yard_Pavilion_LadderBeam_01.PH_Lunarius_Yard_Pavilion_LadderBeam_01,PH_Lunarius_Yard_Pavilion_LadderBeam_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pavilion/PH_Lunarius_Yard_Pavilion_Pillar_01.PH_Lunarius_Yard_Pavilion_Pillar_01,PH_Lunarius_Yard_Pavilion_Pillar_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pavilion/PH_Lunarius_Yard_Pavilion_Roof_01.PH_Lunarius_Yard_Pavilion_Roof_01,PH_Lunarius_Yard_Pavilion_Roof_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pavilion/PH_Lunarius_Yard_Pavilion_Surface_01.PH_Lunarius_Yard_Pavilion_Surface_01,PH_Lunarius_Yard_Pavilion_Surface_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pavilion/PH_Lunarius_Yard_Pavilion_Wall_01.PH_Lunarius_Yard_Pavilion_Wall_01,PH_Lunarius_Yard_Pavilion_Wall_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pavilion/PH_Lunarius_Yard_Pavilion_Wall_02.PH_Lunarius_Yard_Pavilion_Wall_02,PH_Lunarius_Yard_Pavilion_Wall_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pavilion/PH_Lunarius_Yard_Pavilion_Wall_03.PH_Lunarius_Yard_Pavilion_Wall_03,PH_Lunarius_Yard_Pavilion_Wall_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pavilion/PH_Lunarius_Yard_Pavilion_Wall_04.PH_Lunarius_Yard_Pavilion_Wall_04,PH_Lunarius_Yard_Pavilion_Wall_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pergola/PH_Lunarius_Yard_Pergola_01.PH_Lunarius_Yard_Pergola_01,PH_Lunarius_Yard_Pergola_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pergola/PH_Lunarius_Yard_Pergola_02.PH_Lunarius_Yard_Pergola_02,PH_Lunarius_Yard_Pergola_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Pergola/PH_Lunarius_Yard_Pergola_03.PH_Lunarius_Yard_Pergola_03,PH_Lunarius_Yard_Pergola_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Door_01.PH_Yard_Generic_Door_01,PH_Yard_Generic_Door_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Door_02.PH_Yard_Generic_Door_02,PH_Yard_Generic_Door_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Floortiles_01.PH_Yard_Generic_Floortiles_01,PH_Yard_Generic_Floortiles_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Floortiles_02.PH_Yard_Generic_Floortiles_02,PH_Yard_Generic_Floortiles_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Floortiles_03.PH_Yard_Generic_Floortiles_03,PH_Yard_Generic_Floortiles_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Floortiles_04.PH_Yard_Generic_Floortiles_04,PH_Yard_Generic_Floortiles_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Floortiles_05.PH_Yard_Generic_Floortiles_05,PH_Yard_Generic_Floortiles_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Floortiles_06.PH_Yard_Generic_Floortiles_06,PH_Yard_Generic_Floortiles_06,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Floortiles_07.PH_Yard_Generic_Floortiles_07,PH_Yard_Generic_Floortiles_07,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Floortiles_08.PH_Yard_Generic_Floortiles_08,PH_Yard_Generic_Floortiles_08,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Floortiles_09.PH_Yard_Generic_Floortiles_09,PH_Yard_Generic_Floortiles_09,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Fountain_01.PH_Yard_Generic_Fountain_01,PH_Yard_Generic_Fountain_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Merge_Wood_01.PH_Yard_Generic_Merge_Wood_01,PH_Yard_Generic_Merge_Wood_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_parterre_01.PH_Yard_Generic_parterre_01,PH_Yard_Generic_parterre_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_parterre_02.PH_Yard_Generic_parterre_02,PH_Yard_Generic_parterre_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_parterre_03.PH_Yard_Generic_parterre_03,PH_Yard_Generic_parterre_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Plant_01.PH_Yard_Generic_Plant_01,PH_Yard_Generic_Plant_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Statue_01.PH_Yard_Generic_Statue_01,PH_Yard_Generic_Statue_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Statue_02.PH_Yard_Generic_Statue_02,PH_Yard_Generic_Statue_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_StreetLamp_01.PH_Yard_Generic_StreetLamp_01,PH_Yard_Generic_StreetLamp_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Surface_01.PH_Yard_Generic_Surface_01,PH_Yard_Generic_Surface_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Surface_02.PH_Yard_Generic_Surface_02,PH_Yard_Generic_Surface_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Table_02.PH_Yard_Generic_Table_02,PH_Yard_Generic_Table_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Trim_01.PH_Yard_Generic_Trim_01,PH_Yard_Generic_Trim_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Wall_01.PH_Yard_Generic_Wall_01,PH_Yard_Generic_Wall_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Lunarius_Villa/Lunarius_Yard/Yard_Generic/PH_Yard_Generic_Wall_03.PH_Yard_Generic_Wall_03,PH_Yard_Generic_Wall_03,StaticMesh,占位/白盒/破碎测试
